,publishedAt,authorDisplayName,textDisplay,text_clean,normalized_text,text_token,text_stemindo,polarity_score,polarity
44,2023-10-05T05:14:34Z,@rinalrinaldi-nv4vb,Aku sebagai petani aku setuju jual  online di tutup jualan nya tidak sehat dia jual barang terlalu murah harga tidak masuk akal.monopoli,aku sebagai petani aku setuju jual  online di tutup jualan nya tidak sehat dia jual barang terlalu murah harga tidak masuk akalmonopoli,aku sebagai petani aku setuju jual  online di tutup jualan nya tidak sehat dia jual barang terlalu murah harga tidak masuk akalmonopoli,"['aku', 'sebagai', 'petani', 'aku', 'setuju', 'jual', 'online', 'di', 'tutup', 'jualan', 'nya', 'tidak', 'sehat', 'dia', 'jual', 'barang', 'terlalu', 'murah', 'harga', 'tidak', 'masuk', 'akalmonopoli']",aku bagai tani aku tuju jual online di tutup jual nya tidak sehat dia jual barang terlalu murah harga tidak masuk akalmonopoli,-1,negatif
45,2023-10-05T05:07:31Z,@saripable,LEBAY AH,lebay ah,lebay ah,"['lebay', 'ah']",lebay ah,-4,negatif
46,2023-10-05T05:05:38Z,@sitiasiah1305,Bye bye yuk pindah lapak,bye bye yuk pindah lapak,bye bye yuk pindah lapak,"['bye', 'bye', 'yuk', 'pindah', 'lapak']",bye bye yuk pindah lapak,-1,negatif
47,2023-10-05T06:08:23Z,@oktara8532,Nah itu masih banyak lapak. Si oren juga ada live nya,nah itu masih banyak lapak si oren juga ada live nya,nah itu masih banyak lapak sih oren juga ada live nya,"['nah', 'itu', 'masih', 'banyak', 'lapak', 'sih', 'oren', 'juga', 'ada', 'live', 'nya']",nah itu masih banyak lapak sih oren juga ada live nya,8,positif
48,2023-10-05T05:01:55Z,@aidilani8537,Kamu suruh orang bayangin.coba kamu bayangin yang di pasar yang jadi korban.,kamu suruh orang bayangincoba kamu bayangin yang di pasar yang jadi korban,kamu suruh orang bayangincoba kamu bayangkan yang di pasar yang jadi korban,"['kamu', 'suruh', 'orang', 'bayangincoba', 'kamu', 'bayangkan', 'yang', 'di', 'pasar', 'yang', 'jadi', 'korban']",kamu suruh orang bayangincoba kamu bayang yang di pasar yang jadi korban,-13,negatif
49,2023-10-05T04:57:41Z,@Sahroni-iq4dt,Saya heran kenapa bingung!!!?wadah buat jualan banyak sopee lazada dll,saya heran kenapa bingungwadah buat jualan banyak sopee lazada dll,saya heran kenapa bingungwadah buat jualan banyak sopee lazada dll,"['saya', 'heran', 'kenapa', 'bingungwadah', 'buat', 'jualan', 'banyak', 'sopee', 'lazada', 'dll']",saya heran kenapa bingungwadah buat jual banyak sopee lazada dll,6,positif
50,2023-10-05T04:55:47Z,@Sahroni-iq4dt,Saya tidak pernah beli lewat tiktok,saya tidak pernah beli lewat tiktok,saya tidak pernah beli lewat tiktok,"['saya', 'tidak', 'pernah', 'beli', 'lewat', 'tiktok']",saya tidak pernah beli lewat tiktok,-4,negatif
51,2023-10-08T16:56:15Z,@adonkiting889,Sama,sama,sama,['sama'],sama,3,positif
52,2023-10-05T04:55:13Z,@hendriyahya7995,Kenapa harus jualan di tiktok? Kan ada marketplace lainnya? Kalo produk kamu sudah terkenal dan harga bisa bersaing kenapa takut ya tidak? Konsumen pasti nyari kemanapun kamu pindah.,kenapa harus jualan di tiktok kan ada marketplace lainnya kalo produk kamu sudah terkenal dan harga bisa bersaing kenapa takut ya tidak konsumen pasti nyari kemanapun kamu pindah,kenapa harus jualan di tiktok kan ada marketplace lainnya kalo produk kamu sudah terkenal dan harga bisa bersaing kenapa takut ya tidak konsumen pasti mencari kemanapun kamu pindah,"['kenapa', 'harus', 'jualan', 'di', 'tiktok', 'kan', 'ada', 'marketplace', 'lainnya', 'kalo', 'produk', 'kamu', 'sudah', 'terkenal', 'dan', 'harga', 'bisa', 'bersaing', 'kenapa', 'takut', 'ya', 'tidak', 'konsumen', 'pasti', 'mencari', 'kemanapun', 'kamu', 'pindah']",kenapa harus jual di tiktok kan ada marketplace lain kalo produk kamu sudah kenal dan harga bisa saing kenapa takut ya tidak konsumen pasti cari mana kamu pindah,9,positif
53,2023-10-05T04:49:31Z,@cellglassr1484,"Cari yang lain ecommersnya,",cari yang lain ecommersnya,cari yang lain ecommersnya,"['cari', 'yang', 'lain', 'ecommersnya']",cari yang lain ecommersnya,-12,negatif
54,2023-10-05T04:39:57Z,@unknow3395,"Tiktokshop hanya menggiur barang2 viral dan gratis ongkir seperti sambel ,coklat chrunci , baso aci😂",tiktokshop hanya menggiur barang viral dan gratis ongkir seperti sambel coklat chrunci  baso aci,tiktokshop hanya menggiur barang viral dan gratis ongkir seperti sambel coklat chrunci  baso aci,"['tiktokshop', 'hanya', 'menggiur', 'barang', 'viral', 'dan', 'gratis', 'ongkir', 'seperti', 'sambel', 'coklat', 'chrunci', 'baso', 'aci']",tiktokshop hanya giur barang viral dan gratis ongkir seperti sambel coklat chrunci baso aci,-2,negatif
55,2023-10-05T04:38:31Z,@anggatshu10,Bagus lah kalau di tutup.. Wkwkwkwk.. 🤣,bagus lah kalau di tutup wkwkwkwk ,bagus lah kalau di tutup wkwkwkwk ,"['bagus', 'lah', 'kalau', 'di', 'tutup', 'wkwkwkwk']",bagus lah kalau di tutup wkwkwkwk,-1,negatif
56,2023-10-05T04:27:32Z,@bulle3382,Ya kamu jualan  lah di pasar tanah abang...ngapain sampe perusahaan sampe buruh kejauhan gaes ngomongnya,ya kamu jualan  lah di pasar tanah abangngapain sampe perusahaan sampe buruh kejauhan gaes ngomongnya,ya kamu jualan  lah di pasar tanah abangngapain sampai perusahaan sampai buruh kejauhan gaes mengomongnya,"['ya', 'kamu', 'jualan', 'lah', 'di', 'pasar', 'tanah', 'abangngapain', 'sampai', 'perusahaan', 'sampai', 'buruh', 'kejauhan', 'gaes', 'mengomongnya']",ya kamu jual lah di pasar tanah abangngapain sampai usaha sampai buruh jauh gaes omong,2,positif
57,2023-10-05T04:26:42Z,@bulle3382,Hanya gara2 1 pasar tiktok yang ngayomin warga banyak bisa di tutup,hanya gara  pasar tiktok yang ngayomin warga banyak bisa di tutup,hanya gara  pasar tiktok yang ngayomin warga banyak bisa di tutup,"['hanya', 'gara', 'pasar', 'tiktok', 'yang', 'ngayomin', 'warga', 'banyak', 'bisa', 'di', 'tutup']",hanya gara pasar tiktok yang ngayomin warga banyak bisa di tutup,-11,negatif
59,2023-10-05T04:18:45Z,@dayrinexploring5429,Bagus deh tiktok shop di tutup meresahkan aja,bagus deh tiktok shop di tutup meresahkan aja,bagus deh tiktok shop di tutup meresahkan saja,"['bagus', 'deh', 'tiktok', 'shop', 'di', 'tutup', 'meresahkan', 'saja']",bagus deh tiktok shop di tutup resah saja,-8,negatif
60,2023-10-05T04:09:57Z,@bocil838,setelah saya tau tiktokshop di larang saya semakin malas beli produk UMKM,setelah saya tau tiktokshop di larang saya semakin malas beli produk umkm,setelah saya tau tiktokshop di larang saya semakin malas beli produk umkm,"['setelah', 'saya', 'tau', 'tiktokshop', 'di', 'larang', 'saya', 'semakin', 'malas', 'beli', 'produk', 'umkm']",telah saya tau tiktokshop di larang saya makin malas beli produk umkm,-10,negatif
61,2023-10-05T09:18:04Z,@pashaphonsel1209,Sy malah semakin cinta UMKM,sy malah semakin cinta umkm,saya malah semakin cinta umkm,"['saya', 'malah', 'semakin', 'cinta', 'umkm']",saya malah makin cinta umkm,2,positif
62,2023-10-05T10:55:09Z,@bocil838,ngapain beli lokal bagus kaga mahal iya saya sebagai pembeli yang cerdas malah ngerasa rugi beli barang umkm,ngapain beli lokal bagus kaga mahal iya saya sebagai pembeli yang cerdas malah ngerasa rugi beli barang umkm,mengapai beli lokal bagus kagak mahal iya saya sebagai pembeli yang cerdas malah merasa rugi beli barang umkm,"['mengapai', 'beli', 'lokal', 'bagus', 'kagak', 'mahal', 'iya', 'saya', 'sebagai', 'pembeli', 'yang', 'cerdas', 'malah', 'merasa', 'rugi', 'beli', 'barang', 'umkm']",kapai beli lokal bagus kagak mahal iya saya bagai beli yang cerdas malah rasa rugi beli barang umkm,-9,negatif
64,2023-10-05T03:35:20Z,@zlacvy,enakan belanja di tiktokshop...,enakan belanja di tiktokshop,enakan belanja di tiktokshop,"['enakan', 'belanja', 'di', 'tiktokshop']",enak belanja di tiktokshop,7,positif
65,2023-10-05T03:21:58Z,@ahmadardiyansah167,Alhamdulillah di tutup,alhamdulillah di tutup,alhamdulillah di tutup,"['alhamdulillah', 'di', 'tutup']",alhamdulillah di tutup,3,positif
66,2023-10-05T02:19:01Z,@irwankurniawan886,Banyak yang kaya mendadak di tiktokshop. Giliran di tutup merasa seolah-olah jatuh miskin..,banyak yang kaya mendadak di tiktokshop giliran di tutup merasa seolaholah jatuh miskin,banyak yang kayak mendadak di tiktokshop giliran di tutup merasa seolaholah jatuh miskin,"['banyak', 'yang', 'kayak', 'mendadak', 'di', 'tiktokshop', 'giliran', 'di', 'tutup', 'merasa', 'seolaholah', 'jatuh', 'miskin']",banyak yang kayak dadak di tiktokshop gilir di tutup rasa seolaholah jatuh miskin,-10,negatif
67,2023-10-05T20:44:37Z,@anggasadewa1305,Pusing pada bayar cicilan karena kaya mendadak gara gara tiktok waww,pusing pada bayar cicilan karena kaya mendadak gara gara tiktok waww,pusing pada bayar cicilan karena kayak mendadak gara gara tiktok wow,"['pusing', 'pada', 'bayar', 'cicilan', 'karena', 'kayak', 'mendadak', 'gara', 'gara', 'tiktok', 'wow']",pusing pada bayar cicil karena kayak dadak gara gara tiktok wow,-17,negatif
68,2023-10-08T07:17:47Z,@worstnetizenbasedonmicroso653,"Di twitter berseliweran info, katanya orang-orang yang hadir di streamingnya live tiktok mostly adalah fake buyer yang dibayar sama si streamer tersebut. Jadi mereka cuma ngeramein acara saja buat bikin orang penasaran. Jadi nominal pendapatan milyaran itu cuma ilusi, bukan beneran income. Parah sih kalo itu beneran. Bikin persaingan bisnis tidak sehat.",di twitter berseliweran info katanya orangorang yang hadir di streamingnya live tiktok mostly adalah fake buyer yang dibayar sama si streamer tersebut jadi mereka cuma ngeramein acara saja buat bikin orang penasaran jadi nominal pendapatan milyaran itu cuma ilusi bukan beneran income parah sih kalo itu beneran bikin persaingan bisnis tidak sehat,di twitter berseliweran info katanya orangorang yang hadir di streamingnya live tiktok mostly adalah fake buyer yang dibayar sama sih streamer tersebut jadi mereka cuma ngeramein acara saja buat bikin orang penasaran jadi nominal pendapatan milyaran itu cuma ilusi bukan benaran income parah sih kalo itu benaran bikin persaingan bisnis tidak sehat,"['di', 'twitter', 'berseliweran', 'info', 'katanya', 'orangorang', 'yang', 'hadir', 'di', 'streamingnya', 'live', 'tiktok', 'mostly', 'adalah', 'fake', 'buyer', 'yang', 'dibayar', 'sama', 'sih', 'streamer', 'tersebut', 'jadi', 'mereka', 'cuma', 'ngeramein', 'acara', 'saja', 'buat', 'bikin', 'orang', 'penasaran', 'jadi', 'nominal', 'pendapatan', 'milyaran', 'itu', 'cuma', 'ilusi', 'bukan', 'benaran', 'income', 'parah', 'sih', 'kalo', 'itu', 'benaran', 'bikin', 'persaingan', 'bisnis', 'tidak', 'sehat']",di twitter seliwer info kata orangorang yang hadir di streamingnya live tiktok mostly adalah fake buyer yang bayar sama sih streamer sebut jadi mereka cuma ngeramein acara saja buat bikin orang penasaran jadi nominal dapat milyaran itu cuma ilusi bukan benar income parah sih kalo itu benar bikin saing bisnis tidak sehat,-15,negatif
69,2023-10-17T06:18:24Z,@cargiewinata1963,Titokshop kalahnya sama jemput bola,titokshop kalahnya sama jemput bola,titokshop kalahnya sama jemput bola,"['titokshop', 'kalahnya', 'sama', 'jemput', 'bola']",titokshop kalah sama jemput bola,-1,negatif
70,2023-10-05T01:56:05Z,@J_Oppenheimer,Ditutup demi pedagang tanah abang agar bisa kaya raya kembali...😢,ditutup demi pedagang tanah abang agar bisa kaya raya kembali,ditutup demi pedagang tanah abang agar bisa kayak raya kembali,"['ditutup', 'demi', 'pedagang', 'tanah', 'abang', 'agar', 'bisa', 'kayak', 'raya', 'kembali']",tutup demi dagang tanah abang agar bisa kayak raya kembali,-8,negatif
71,2023-10-05T04:32:28Z,@faisalnahdi3804,"bukan .. ini pemerintah ngambil jalan tengah. Dan bukan ditutup, tetapi ada regulasinya kedepan. kalau dibiarkan khawatir akan adanya monopoli perdagangan dari China. Yang terkena imbas bakal menyeluruh ke semua lapisan rakyat indonesia. Sekarang ini baru di permukaan (imbas hanya ke UMKM)",bukan  ini pemerintah ngambil jalan tengah dan bukan ditutup tetapi ada regulasinya kedepan kalau dibiarkan khawatir akan adanya monopoli perdagangan dari china yang terkena imbas bakal menyeluruh ke semua lapisan rakyat indonesia sekarang ini baru di permukaan imbas hanya ke umkm,bukan  ini pemerintah ngambil jalan tengah dan bukan ditutup tetapi ada regulasinya kedepan kalau dibiarkan khawatir akan adanya monopoli perdagangan dari china yang terkena imbas bakal menyeluruh ke semua lapisan rakyat indonesia sekarang ini baru di permukaan imbas hanya ke umkm,"['bukan', 'ini', 'pemerintah', 'ngambil', 'jalan', 'tengah', 'dan', 'bukan', 'ditutup', 'tetapi', 'ada', 'regulasinya', 'kedepan', 'kalau', 'dibiarkan', 'khawatir', 'akan', 'adanya', 'monopoli', 'perdagangan', 'dari', 'china', 'yang', 'terkena', 'imbas', 'bakal', 'menyeluruh', 'ke', 'semua', 'lapisan', 'rakyat', 'indonesia', 'sekarang', 'ini', 'baru', 'di', 'permukaan', 'imbas', 'hanya', 'ke', 'umkm']",bukan ini perintah ngambil jalan tengah dan bukan tutup tetapi ada regulasi depan kalau biar khawatir akan ada monopoli dagang dari china yang kena imbas bakal seluruh ke semua lapis rakyat indonesia sekarang ini baru di muka imbas hanya ke umkm,-19,negatif
73,2023-10-05T07:23:55Z,@bocil838,iya kasihan hidupnya tidak ngikutin zaman dan malah memakai cara zaman purba sebaiknya orang yang kaya gitu di air keras dan di museum kan,iya kasihan hidupnya tidak ngikutin zaman dan malah memakai cara zaman purba sebaiknya orang yang kaya gitu di air keras dan di museum kan,iya kasihan hidupnya tidak mengikuti zaman dan malah memakai cara zaman purba sebaiknya orang yang kayak begitu di air keras dan di museum kan,"['iya', 'kasihan', 'hidupnya', 'tidak', 'mengikuti', 'zaman', 'dan', 'malah', 'memakai', 'cara', 'zaman', 'purba', 'sebaiknya', 'orang', 'yang', 'kayak', 'begitu', 'di', 'air', 'keras', 'dan', 'di', 'museum', 'kan']",iya kasihan hidup tidak ikut zaman dan malah pakai cara zaman purba baik orang yang kayak begitu di air keras dan di museum kan,-11,negatif
74,2023-10-05T07:42:15Z,@BillyManson-oe2sb,Kemajuan zaman diikuti dengan keseimbangan...kalau hanya maju tanpa adanya keseimbangan juga kurang tepat…,kemajuan zaman diikuti dengan keseimbangankalau hanya maju tanpa adanya keseimbangan juga kurang tepat,kemajuan zaman diikuti dengan keseimbangankalau hanya maju tanpa adanya keseimbangan juga kurang tepat,"['kemajuan', 'zaman', 'diikuti', 'dengan', 'keseimbangankalau', 'hanya', 'maju', 'tanpa', 'adanya', 'keseimbangan', 'juga', 'kurang', 'tepat']",maju zaman ikut dengan keseimbangankalau hanya maju tanpa ada imbang juga kurang tepat,-3,negatif
75,2023-10-05T08:23:19Z,@bocil838,zaman diikuti dengan  belajar tergantung sdm nya mau belajar atau tidak,zaman diikuti dengan  belajar tergantung sdm nya mau belajar atau tidak,zaman diikuti dengan  belajar tergantung sdm nya mau belajar atau tidak,"['zaman', 'diikuti', 'dengan', 'belajar', 'tergantung', 'sdm', 'nya', 'mau', 'belajar', 'atau', 'tidak']",zaman ikut dengan ajar gantung sdm nya mau ajar atau tidak,-4,negatif
76,2023-10-04T23:16:41Z,@bearbrand7465,"Kembali ke pasar tradisional adalah yang terbaik. Untuk menjaga stabilitas perekonomian nasional. Yok kembali ke pasar, kalau dengan tiktok live hanya akan menguntungkan sebagian kecil pihak saja. Tetapi dengan pasar tradisional akan menguntungkan lebih banyak pihak. Terima kasih pak mendag",kembali ke pasar tradisional adalah yang terbaik untuk menjaga stabilitas perekonomian nasional yok kembali ke pasar kalau dengan tiktok live hanya akan menguntungkan sebagian kecil pihak saja tetapi dengan pasar tradisional akan menguntungkan lebih banyak pihak terima kasih pak mendag,kembali ke pasar tradisional adalah yang terbaik untuk menjaga stabilitas perekonomian nasional yuk kembali ke pasar kalau dengan tiktok live hanya akan menguntungkan sebagian kecil pihak saja tetapi dengan pasar tradisional akan menguntungkan lebih banyak pihak terima kasih pak mendag,"['kembali', 'ke', 'pasar', 'tradisional', 'adalah', 'yang', 'terbaik', 'untuk', 'menjaga', 'stabilitas', 'perekonomian', 'nasional', 'yuk', 'kembali', 'ke', 'pasar', 'kalau', 'dengan', 'tiktok', 'live', 'hanya', 'akan', 'menguntungkan', 'sebagian', 'kecil', 'pihak', 'saja', 'tetapi', 'dengan', 'pasar', 'tradisional', 'akan', 'menguntungkan', 'lebih', 'banyak', 'pihak', 'terima', 'kasih', 'pak', 'mendag']",kembali ke pasar tradisional adalah yang baik untuk jaga stabilitas ekonomi nasional yuk kembali ke pasar kalau dengan tiktok live hanya akan untung bagi kecil pihak saja tetapi dengan pasar tradisional akan untung lebih banyak pihak terima kasih pak mendag,1,positif
77,2023-10-05T00:16:03Z,@phuncek,"Jumlah pedagang online sekarang lebih banyak dari pedagang pasar ya. Itu tanah abang sudah pada kaya semua, sudah jualan berapa lama mereka? Puluhan tahun loh. Ini yg jualan di tiktok aja belum lewat 2 tahun. Zaman skrg uda canggih n serba digital, yg harus dipikirkan itu masa depan Lagian pedagang pasar itu jualnya mahal banget. Harusnya pedagang pasar itu yang melek digital",jumlah pedagang online sekarang lebih banyak dari pedagang pasar ya itu tanah abang sudah pada kaya semua sudah jualan berapa lama mereka puluhan tahun loh ini yg jualan di tiktok aja belum lewat  tahun zaman skrg uda canggih n serba digital yg harus dipikirkan itu masa depan lagian pedagang pasar itu jualnya mahal banget harusnya pedagang pasar itu yang melek digital,jumlah pedagang online sekarang lebih banyak dari pedagang pasar ya itu tanah abang sudah pada kayak semua sudah jualan berapa lama mereka puluhan tahun loh ini yang jualan di tiktok saja belum lewat  tahun zaman sekarang sudah canggih n serba digital yang harus dipikirkan itu masa depan lagian pedagang pasar itu jualnya mahal banget harusnya pedagang pasar itu yang melek digital,"['jumlah', 'pedagang', 'online', 'sekarang', 'lebih', 'banyak', 'dari', 'pedagang', 'pasar', 'ya', 'itu', 'tanah', 'abang', 'sudah', 'pada', 'kayak', 'semua', 'sudah', 'jualan', 'berapa', 'lama', 'mereka', 'puluhan', 'tahun', 'loh', 'ini', 'yang', 'jualan', 'di', 'tiktok', 'saja', 'belum', 'lewat', 'tahun', 'zaman', 'sekarang', 'sudah', 'canggih', 'n', 'serba', 'digital', 'yang', 'harus', 'dipikirkan', 'itu', 'masa', 'depan', 'lagian', 'pedagang', 'pasar', 'itu', 'jualnya', 'mahal', 'banget', 'harusnya', 'pedagang', 'pasar', 'itu', 'yang', 'melek', 'digital']",jumlah dagang online sekarang lebih banyak dari dagang pasar ya itu tanah abang sudah pada kayak semua sudah jual berapa lama mereka puluh tahun loh ini yang jual di tiktok saja belum lewat tahun zaman sekarang sudah canggih n serba digital yang harus pikir itu masa depan lagi dagang pasar itu jual mahal banget harus dagang pasar itu yang melek digital,-28,negatif
